id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
848,Donald Pennington,23,M,North Amberburgh,United Arab Emirates,5220721301860411,"84980 Jason Prairie, South Roy, MN 56169",Yearly,Active,ComfortSofa,Furniture,Sofa,478.0,2022-09-15,9,2,Enim rem eveniet hic dignissimos molestiae reprehenderit veniam non.
849,David Pineda,-2,F,Kingport,Lao People's Democratic Republic,5492838033162568,"49844 Lucas Summit, Julieberg, MN 13106",Rarely,Churned,Non-fictionTales,Books,Non-fiction,414.0,2022-03-23,5,3,Sunt officia soluta debitis dolor eos.
850,Sean Anderson,150,M,Meltonfurt,Canada,2297645020158028,"81564 Patrick Extensions, Bondberg, MD 05879",Yearly,Churned,JacketFits,Clothing,Jacket,625.0,2023-12-15,7,3,Sequi sed quasi enim velit aut blanditiis.
851,Donald Durham,80,M,South Robert,Mismatched Country,2281563971844967,"04223 Shelby Extension Suite 208, Ashleyfurt, NJ 24251",Yearly,Active,ChairDeluxe,Furniture,Chair,840.0,2019-08-08,5,1,Voluptatem odit esse laudantium magnam enim sed distinctio sequi.
852,Sandra Campbell,150,M,Annberg,Gambia,2291795409019956,"205 Ernest Vista Suite 727, Lake Brandon, NH 62913",Yearly,Churned,ComfortChair,Furniture,Chair,-20.0,2022-07-09,5,5,Ipsum nihil temporibus debitis nihil dolores officiis.
853,Anthony Curry,150,M,Harperview,United States Virgin Islands,2253410161401170,"3109 Guzman Street Apt. 906, Martinezland, PW 74840",Yearly,Churned,JacketWear,Clothing,Jacket,906.0,2021-01-11,3,5,Labore debitis voluptatem suscipit tempora.
854,Gary Davila,-3,M,South Joshuaside,Ireland,2255080666153101,"46839 Gallagher Club Apt. 821, Jamesland, OK 15905",Rarely,Churned,LaptopPro,Electronics,Laptop,438.0,2020-12-31,5,2,Rerum aut cupiditate eos dolor impedit temporibus.
855,Rhonda Lawson,16,F,Stevensonshire,Mismatched Country,5301711625261620,"10164 Travis Keys, Youngside, AR 79012",Yearly,Churned,TastyBeverages,Grocery,Beverages,-80.0,2019-08-20,4,2,Et officiis distinctio occaecati repellat ut.
856,Alexis Pena,49,M,North Davidburgh,Mismatched Country,2363580288034729,"0295 Trevor Gardens, East Becky, PW 15138",Monthly,Active,TastySnacks,Grocery,Snacks,-5.0,2023-12-22,7,1,Vero quas id quis ducimus est reprehenderit tempora.
857,Bonnie Ritter,4,F,Taylorview,Syrian Arab Republic,2271897790512914,"68097 Ramirez Junction Apt. 130, South Jeremy, KY 82062",Yearly,Active,FreshBeverages,Grocery,Beverages,432.0,2020-03-12,9,3,Suscipit rerum et ex eligendi molestiae.
858,Thomas Harris,150,M,Harrisberg,Holy See (Vatican City State),5200623560702454,"78920 Lopez Curve, Kennethberg, DE 64447",Monthly,Churned,SnacksBurst,Grocery,Snacks,917.0,2019-10-09,1,4,Velit sit consectetur mollitia ipsa accusamus dolorem delectus.
859,Nicole Hayes,150,F,West Kathrynport,Kuwait,2292443239026268,"0628 Vasquez Shoal, Lake Robert, AK 35358",Yearly,Churned,ComfortSofa,Furniture,Sofa,299.0,2023-01-06,2,5,Quo magnam voluptas veniam.
860,Kristen Kelly,-2,M,Lake Taraview,Equatorial Guinea,2282106353137516,"83226 Anderson Fort Apt. 858, Wendyside, CO 78204",Monthly,Churned,EducationalGuide,Books,Educational,-57.0,2019-09-02,8,1,Ea quo corporis porro tempore qui quasi.
861,Timothy Rollins,90,F,North Kimberlyport,Austria,5261685970724333,"282 Gray Avenue Suite 005, Port Sarahchester, ND 00894",Yearly,Active,PhonePro,Electronics,Phone,-23.0,2023-04-06,8,4,Sit neque vel impedit facilis.
862,Kevin Williams,150,M,Dianeshire,Sweden,2707980581342164,"78244 Moyer Walk Suite 145, Josephfort, PA 55066",Yearly,Churned,ComfortChair,Furniture,Chair,329.0,2020-01-31,1,3,Et dolorem sit nobis ut inventore fugiat.
863,Kenneth Willis,1,F,Sydneyside,Peru,2242922695039619,"USNS Jordan, FPO AE 76827",Yearly,Churned,EducationalGuide,Books,Educational,990.0,2023-03-05,9,5,Molestiae ad vero beatae velit dolores possimus.
864,William Ayers,150,M,West Haleyport,Tunisia,2720587394728522,"20345 Ashley Pass, Perkinsmouth, NE 39765",Yearly,Active,PantsWear,Clothing,Pants,-63.0,2023-12-29,1,3,Expedita eos excepturi aut aliquam magni est qui.
865,Madison Mooney,37,F,West Kevinmouth,Croatia,2709286589909253,"173 Dorothy Village, Dannymouth, OR 02533",Yearly,Active,ComfortChair,Furniture,Chair,631.0,2021-07-15,5,4,Error quia a nam ipsam nemo.
866,Nicole Rodriguez,150,F,Lake Jonathan,New Zealand,2237481297157185,"798 Christopher Estates, Austinmouth, DE 43502",Yearly,Churned,,Furniture,Sofa,-6.0,2023-06-07,1,4,Sed doloribus quia adipisci sed cum magnam consequuntur.
867,Eric Martin,150,M,East Adam,Solomon Islands,2709860265475779,"066 Price Estates Apt. 087, Parkertown, NV 57006",Yearly,Active,FreshBeverages,Grocery,Beverages,136.0,2019-04-01,10,4,Quaerat veniam aliquam aut repudiandae nam reprehenderit.
868,Ruben Garcia,150,F,Bryanthaven,Tanzania,5534364796327561,"301 Steven Knolls Suite 429, Gabrielstad, MA 54130",Yearly,Active,FreshSnacks,Grocery,Snacks,34.0,2019-10-30,9,3,Animi incidunt quia ut suscipit placeat.
869,Tyler Myers,150,F,South John,Russian Federation,2720485746460698,"49009 Julia Center, Mckinneytown, WI 60913",Yearly,Churned,EducationalGuide,Books,Educational,199.0,2020-11-01,3,3,Temporibus recusandae temporibus voluptatem odit veniam deleniti.
870,Roger Murphy,80,F,North Jenniferfort,Guatemala,2251984297729805,"7231 Mary Ports, South Jacobstad, NE 96308",Yearly,Active,,Books,Non-fiction,-92.0,2021-05-13,6,4,Explicabo reprehenderit placeat sed et accusantium consectetur voluptas.
871,Kenneth Jordan,79,F,Codyfurt,United States Minor Outlying Islands,2294705535454313,"046 Roberto Trafficway Apt. 734, Staceyborough, VI 86994",Yearly,Churned,SpeakerMaster,Electronics,Speaker,-77.0,2019-10-15,9,5,Iure quae dolores non voluptatem.
872,Shawn Williamson,96,M,Davidview,British Indian Ocean Territory (Chagos Archipelago),2266676280050545,"897 John Row Apt. 236, Beanland, KY 94209",Yearly,Churned,PantsFits,Clothing,Pants,90.0,2019-04-01,2,3,Sapiente quaerat aspernatur numquam tenetur.
873,Sara Underwood,49,M,Lake Stacey,French Polynesia,5514518840910383,"2770 Howell Inlet Apt. 097, Collierberg, NY 88187",Yearly,Churned,FictionGuide,Books,Fiction,970.0,2023-09-08,7,3,Enim velit nostrum voluptatem qui fugit.
874,Daniel Trujillo,-1,F,South Joshua,North Macedonia,2642344781329174,"60544 Schroeder Spurs Apt. 652, South Preston, FM 34986",Monthly,Active,,Clothing,Pants,-45.0,2022-11-13,9,1,Voluptatem eum non blanditiis eaque incidunt.
875,Andrew Craig,5,M,Taraton,Micronesia,2257081463901997,"79809 Martin Landing Suite 749, Kristenberg, FM 73100",Yearly,Churned,VegetablesBurst,Grocery,Vegetables,887.0,2020-04-17,9,1,Sequi quibusdam vero tempora sint cumque ducimus illum.
876,Shelia Hays,27,M,Lake Jodi,Nigeria,2706175923663176,"5990 Crawford Flats Suite 532, North Melissaborough, WA 83779",Monthly,Churned,EducationalTales,Books,Educational,-45.0,2022-11-28,8,3,Officiis est esse qui.
877,Stephanie Benton,13,M,East Brian,Sudan,2557352893119477,"525 Carlos Crescent Apt. 922, North Jessicaton, GA 51245",Yearly,Churned,PantsFits,Clothing,Pants,-22.0,2022-05-14,8,4,Odio necessitatibus eaque ut aspernatur.
878,Debbie Valenzuela DVM,2,M,Morrowland,Dominica,2645090574765325,"USNS Watts, FPO AA 56048",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-85.0,2023-02-26,1,2,Vero dignissimos numquam molestias dolores repudiandae est.
879,Eric Diaz,0,F,North Sherylville,Svalbard & Jan Mayen Islands,2245970583090274,"03735 Mike Wells, Jordanside, MD 24812",Rarely,Churned,ProShirt,Clothing,Shirt,457.0,2023-06-05,7,4,Iste mollitia a minima ab vitae nulla nisi officia.
880,Jennifer Wallace,150,F,Garciaton,Netherlands Antilles,5526715579629160,"7337 Julie Lane, West Jennifer, PW 77245",Yearly,Churned,ChairPlus,Furniture,Chair,-66.0,2019-05-04,7,1,Fuga quae sed illo ab sit dolore.
881,Bobby Williams,-5,M,Port Rhonda,Rwanda,2703858124365153,"04417 Brenda Mission Apt. 211, Kennethtown, DC 17032",Monthly,Active,,Furniture,Chair,-82.0,2020-12-11,4,4,Atque non tempore ipsa quas et.
882,Shawn Green,54,M,Rojasshire,Nicaragua,5158477384222898,"402 Wallace Course, West Katherineport, VI 53571",Rarely,Churned,Non-fictionGuide,Books,Non-fiction,722.0,2020-12-14,5,4,Sit non alias voluptas consequuntur non est eius.
883,Peter Stokes,97,F,West Devonborough,Bermuda,5577358740202613,"93239 Brandon Stravenue Suite 618, Youngborough, OH 95559",Monthly,Churned,FictionTales,Books,Fiction,78.0,2020-06-20,1,4,Facilis est dolor repellendus a qui in unde tempora.
884,Mark Ellis,150,M,New James,Tuvalu,2226158099978082,"81588 Copeland Curve Suite 106, Cynthialand, NM 38911",Monthly,Churned,ShirtWear,Clothing,Shirt,-79.0,2020-12-12,1,3,Accusamus sed laudantium expedita quisquam odit.
885,Bradley Aguilar,100,F,Beckystad,Timor-Leste,2288756359759350,"28863 Richardson Isle, Ortegamouth, NC 87086",Yearly,Churned,SofaDeluxe,Furniture,Sofa,560.0,2019-02-11,1,4,Tenetur est fuga dolore quo quos.
886,Daniel Lynn,70,M,Brightland,Svalbard & Jan Mayen Islands,2704164830353479,"91854 Michelle Radial, Collinshaven, IA 11966",Yearly,Active,JacketWear,Clothing,Jacket,316.0,2021-03-17,8,4,Dolorum distinctio occaecati veritatis ea.
887,Brenda Clark,-1,F,Lake Aaronborough,Ghana,2309709454422981,"4741 Warren Forks Suite 293, New Julie, MS 37884",Yearly,Churned,MegaLaptop,Electronics,Laptop,-56.0,2019-07-29,3,4,Quia tempore quam quisquam vitae ut ut ab.
888,Susan Hernandez,39,F,East Jon,Andorra,5130813226181939,"959 William Station, Rebeccaport, KS 07534",Yearly,Churned,FreshSnacks,Grocery,Snacks,728.0,2023-03-22,5,3,Illo ea non qui alias dolor.
889,Barbara Peterson,86,F,South Lisa,Estonia,2243318840955420,"069 Andrew Orchard, Lake Jasmineborough, GU 56170",Yearly,Churned,UltraLaptop,Electronics,Laptop,240.0,2019-11-17,6,3,In distinctio eum ipsam et natus sed officia.
890,Megan Farmer,87,M,East Dustinburgh,Israel,2494418195430981,"1954 Williams Key, New Kristine, WV 59122",Yearly,Active,ComfortTable,Furniture,Table,-85.0,2022-05-11,2,4,Aliquam laudantium sint voluptatem sed laudantium perspiciatis occaecati.
891,Mallory Kelly,150,F,Josephbury,Hong Kong,5574225007633850,"845 Craig Brook Suite 983, Wolfborough, DE 27728",Yearly,Active,PhoneMaster,Electronics,Phone,-35.0,2020-01-18,3,4,Reprehenderit unde et ut sit repudiandae nemo.
892,Todd Reynolds,66,F,Parkshaven,Guernsey,2720013971435357,"01659 Bell Mountains, South Tanya, PA 90424",Yearly,Churned,JacketFits,Clothing,Jacket,625.0,2022-02-11,9,5,Quis in reiciendis voluptatibus voluptate architecto.
893,Michelle Le,15,F,Lake Sarah,Trinidad and Tobago,2720286896132859,"34550 Taylor Mills, Lake Briannaside, IN 09372",Yearly,Active,SpeakerPro,Electronics,Speaker,-82.0,2020-02-07,3,2,Quaerat ratione iure est numquam quia asperiores quis magni.
894,Zachary Hammond,-3,F,Owensfort,Moldova,2294067119120426,"240 Williams Valley, Hugheschester, MS 79958",Yearly,Churned,The Art of Educational,Books,Educational,-1.0,2020-12-03,3,2,Esse dolorem ipsam tempora sunt.
895,Ricardo Johnston,150,M,Lake Kimberly,Spain,2694395480935981,"9576 Dana Burgs Suite 464, Port Vanessatown, MT 66440",Yearly,Churned,ComfortTable,Furniture,Table,671.0,2022-09-15,2,4,Laborum distinctio perspiciatis quo sit nihil tempora.
896,John Lee,150,F,Joseland,Canada,2225649147423601,"056 Green Pike, West Jenniferland, UT 46747",Yearly,Active,JacketFits,Clothing,Jacket,-88.0,2022-02-18,8,1,Aut possimus tenetur pariatur laborum veniam tempore doloremque.
897,Kara Thomas,87,F,South Stephanieberg,Bahamas,5250394162791308,"221 Warren Isle Apt. 689, South Brent, MS 87656",Yearly,Active,MegaPhone,Electronics,Phone,-8.0,2021-01-20,10,5,Aut quam rem placeat voluptatem.
898,Regina Booker,-3,F,Huntstad,Palau,2689502087412986,"7211 Sosa Rapid, South Heatherfort, IN 78026",Yearly,Churned,TastyBeverages,Grocery,Beverages,-1.0,2019-10-24,1,1,Porro sunt alias repellat officiis corporis in.
899,Richard Santos,-4,M,Carlyport,Western Sahara,5553260117503185,"6667 Lynch Rue Suite 965, Brooketon, IN 01329",Yearly,Churned,ProPants,Clothing,Pants,-2.0,2020-02-28,7,1,Deserunt ut et placeat a ullam labore nemo atque.
900,Kathryn Hamilton DVM,71,F,South Amberberg,Czech Republic,5218803193536129,"073 Marcus Lodge, Carlamouth, MN 25117",Yearly,Churned,ChairDeluxe,Furniture,Chair,-68.0,2019-01-25,7,5,Omnis magnam dolore qui neque nam.
901,Joseph Martin,97,F,New Jennifer,Poland,5123697206929840,"1025 Dwayne Pine, South Ryanstad, DC 24240",Monthly,Churned,ProShirt,Clothing,Shirt,156.0,2023-10-30,4,2,Placeat nihil est non fuga.
902,Derrick Howard,0,F,Chelseashire,Luxembourg,2450946003944522,"41893 Jordan Isle Suite 113, North Cindy, IN 52798",Monthly,Active,ShirtFits,Clothing,Shirt,-91.0,2023-11-13,5,5,Iusto ex repellendus dolores.
903,Emma Davis,61,F,South Barbara,Tunisia,2311582837263323,"375 Austin Hills Apt. 325, Nguyenmouth, OH 82779",Yearly,Active,FictionGuide,Books,Fiction,-49.0,2022-09-07,4,3,Qui est perspiciatis vel soluta libero voluptatum omnis omnis.
904,Brittany Greene,150,M,East Denise,Malta,5351637195434231,"2698 Lee Trace Suite 319, Port Kimberly, NE 66503",Yearly,Churned,LaptopMaster,Electronics,Laptop,-88.0,2022-10-03,6,5,Molestias facilis qui consectetur nemo.
905,Jeanne Smith,150,F,New Bruceborough,Jersey,2568560947502707,"88697 Michael Green, Lake Joshuamouth, OR 14278",Yearly,Active,SofaPlus,Furniture,Sofa,101.0,2021-07-30,3,2,Id dolore impedit voluptas fugiat.
906,James Davis,150,M,Raymondview,North Macedonia,2711667433573971,"2822 Irwin Via Apt. 577, West Ryan, NV 73221",Yearly,Active,ShirtWear,Clothing,Shirt,-69.0,2019-02-23,4,3,Optio quod et esse tempore error.
907,Julia French,4,M,Lindaland,Montenegro,2700012953571589,"77576 Williams Rest, South Michael, FL 80817",Yearly,Churned,,Furniture,Chair,-45.0,2022-08-06,1,4,Ut culpa praesentium cupiditate ut dolores ut.
908,Tiffany Smith,94,F,Lake Joseph,Bhutan,2278795027810312,"3291 Cole Dam Apt. 361, East Markbury, MS 02695",Yearly,Churned,PantsWear,Clothing,Pants,-62.0,2022-06-28,2,1,Animi qui enim necessitatibus sunt harum.
909,William Wang,4,F,Rachelland,Germany,2276635108337755,"USCGC Ray, FPO AP 49907",Monthly,Active,PhonePro,Electronics,Phone,-47.0,2022-07-20,5,3,Ullam illum et ducimus sunt.
910,Kelly Martinez,150,F,Amandatown,South Africa,2447440569450062,"49076 David Expressway Suite 174, East Sara, AK 58259",Monthly,Churned,ComfortSofa,Furniture,Sofa,637.0,2023-04-17,7,3,Et optio qui eos explicabo non doloremque eius.
911,Julie Underwood,150,M,Wilsonbury,South Georgia and the South Sandwich Islands,2365454702094040,"6684 Cantrell Point, Tuckerborough, IA 83095",Yearly,Churned,ComfortChair,Furniture,Chair,585.0,2023-11-16,1,3,Ex maxime quae eum omnis odio consequuntur.
912,Kathryn Hamilton DVM,71,F,South Amberberg,Czech Republic,5218803193536129,"073 Marcus Lodge, Carlamouth, MN 25117",Yearly,Active,ComfortTable,Furniture,Table,-16.0,2019-01-12,10,3,Quibusdam fuga sed aspernatur provident provident.
913,Cindy Kelley,69,F,West Kevin,Mismatched Country,2236518834760285,"3055 Robinson Motorway, Davisborough, CT 76268",Yearly,Active,EducationalTales,Books,Educational,-72.0,2019-09-13,3,2,Harum sapiente id ullam ipsum odit quia qui.
914,Joseph Wells,150,M,Coxview,Russian Federation,5504010704015071,"57696 Lisa Crossing, Lake Lauriemouth, PA 66221",Yearly,Churned,Non-fictionTales,Books,Non-fiction,753.0,2023-03-09,7,2,Corporis alias quidem veritatis in et harum cupiditate.
915,Allison Williams,150,F,Melissaborough,Mismatched Country,5464085799969000,"475 Mills Forges Apt. 361, Port Andrewton, FM 60143",Yearly,Active,ShirtFits,Clothing,Shirt,-76.0,2019-04-12,2,3,Quia rerum et aperiam officia.
916,Jessica Harrison,32,M,Port Bernardborough,Cambodia,2720933792777838,"831 Wendy Roads Apt. 800, Lake Emma, IA 90407",Rarely,Churned,ChairDeluxe,Furniture,Chair,395.0,2022-09-04,7,4,Deserunt ut qui consequatur minima ea suscipit repudiandae.
917,Crystal Barry,99,M,Laurafurt,Kazakhstan,2249516573075944,"8084 Mullins Extensions Apt. 814, Samanthaland, CO 49935",Rarely,Active,ProPants,Clothing,Pants,365.0,2021-06-18,1,3,Est assumenda aliquid quam architecto soluta aut dignissimos.
918,Colleen Wolfe,150,M,Chaseside,Reunion,2295182551186097,"431 Travis Coves, Parkerberg, WV 05418",Monthly,Churned,SnacksBurst,Grocery,Snacks,961.0,2020-06-05,2,5,Aliquam facilis eos odit amet molestiae repellendus ratione omnis.
919,Mandy Perez,5,F,Lake Alex,Thailand,2259432898928378,"Unit 3014 Box 7000, DPO AA 55753",Yearly,Churned,VegetablesBurst,Grocery,Vegetables,531.0,2021-12-25,4,3,Ducimus enim omnis laboriosam praesentium reprehenderit voluptatibus.
920,Lynn Ortiz,150,M,Howeborough,France,2238951898997055,"30278 Love Streets Suite 441, North Maria, ME 81645",Rarely,Active,SofaPlus,Furniture,Sofa,-10.0,2022-05-11,8,2,Porro ex mollitia placeat doloribus.
921,Jessica Williams,97,F,New Anthony,Liechtenstein,2372946793447053,"28430 Aaron Stream Suite 564, Stevenstad, RI 28670",Yearly,Churned,FreshSnacks,Grocery,Snacks,34.0,2019-02-13,5,5,Rerum dolorem commodi exercitationem vel ratione rerum amet molestias.
922,Jacob Martinez,-2,M,South Stevehaven,Marshall Islands,2296055729350325,"82871 Teresa Shoals Apt. 566, Port Michelemouth, ND 27397",Monthly,Active,ShirtFits,Clothing,Shirt,-3.0,2021-08-11,9,3,Consequatur recusandae qui debitis.
923,Elizabeth Dodson,150,M,Morrisburgh,Iraq,2709274101646082,"50576 Shelia Mountains Apt. 210, Paulamouth, SD 76698",Yearly,Active,ChairPlus,Furniture,Chair,433.0,2023-06-28,10,3,Et sunt alias omnis rem suscipit.
924,Kevin Curtis,3,M,Erikbury,Botswana,2240531078937646,"1057 Jeanette Common Apt. 252, Savannahburgh, OH 14865",Yearly,Churned,PantsFits,Clothing,Pants,627.0,2022-11-26,10,1,Autem ut quam deserunt suscipit vel similique.
925,Pamela Gross,2,F,Hernandezburgh,Poland,2599036571925251,"0028 Rodriguez Ridge, Lake Aaron, SC 56534",Rarely,Churned,TastyBeverages,Grocery,Beverages,753.0,2022-11-04,1,2,Voluptas sint ab porro eos.
926,Tyler Luna,81,F,West Shannonfurt,Luxembourg,2228171485912456,"58601 Mccormick Estates Suite 357, Joelshire, CA 31297",Yearly,Churned,FreshVegetables,Grocery,Vegetables,331.0,2020-05-07,4,2,A mollitia consequatur autem nesciunt.
927,Christopher Preston,4,F,Mccallburgh,Faroe Islands,5378650958022563,"44859 Schmidt Divide Suite 824, Lake Williamstad, AS 56197",Rarely,Active,Non-fictionGuide,Books,Non-fiction,944.0,2022-06-08,6,3,Excepturi rerum unde voluptas omnis est ipsa doloribus.
928,Kristen Smith,0,F,South Patriciaton,Botswana,5294521304095960,"14951 Thornton Circle Apt. 668, Sanchezshire, IN 23040",Yearly,Churned,TastyBeverages,Grocery,Beverages,542.0,2023-05-12,6,5,In nesciunt itaque nostrum sunt eos.
929,John Wagner,3,M,Jamesfurt,Ghana,2232948786326930,"62189 Brandon Island, West Calvin, SD 07575",Yearly,Churned,PantsWear,Clothing,Pants,-84.0,2021-02-06,2,2,Et explicabo qui molestiae impedit.
930,Jacob Morris,150,M,Mossport,Isle of Man,2706157588459553,"51547 Todd Terrace Apt. 986, East Paulmouth, KS 25160",Yearly,Churned,TablePlus,Furniture,Table,-17.0,2019-11-07,4,3,Laudantium quibusdam neque et a maiores adipisci autem.
931,Megan Brady,82,F,Lake Samuel,Marshall Islands,5571382747120749,"46880 Juarez Plaza Apt. 579, North Michaelborough, IL 02657",Yearly,Churned,ChairDeluxe,Furniture,Chair,773.0,2023-02-17,8,3,Numquam cum qui rerum autem nisi commodi.
932,Julia Daniels,3,M,Clarkview,Malaysia,2605489791871866,"158 Alexandria Estate Apt. 444, Blairmouth, MH 90741",Yearly,Active,ProShirt,Clothing,Shirt,103.0,2021-01-07,6,2,Libero mollitia nisi saepe quae voluptates ipsam.
933,Alexis Harris,83,M,North Matthew,Turkmenistan,2237440950301597,"050 Bell River Suite 991, Kevinshire, AR 84054",Monthly,Active,The Art of Fiction,Books,Fiction,-82.0,2022-06-06,8,4,Qui ullam atque quo quibusdam voluptatibus aspernatur eveniet labore.
934,Michele Solomon,150,M,East Saramouth,Mismatched Country,5163712550671624,"Unit 9918 Box 5014, DPO AP 11646",Yearly,Churned,SnacksBurst,Grocery,Snacks,34.0,2019-05-20,3,4,Sunt quia qui ipsam cupiditate quod.
935,Katherine Mahoney,150,F,South Amyfurt,Guadeloupe,2269126050398390,"47725 Thomas Throughway Suite 873, South Danielhaven, GA 26053",Rarely,Churned,EducationalTales,Books,Educational,-18.0,2023-11-28,5,1,Consequuntur sequi est ea.
