"id","name","age","gender","city","country","credit_card","full_address","user_source_type","user_status","product_name","category","subcategory","price","date_purchase","quantity","rating","comment","created_at","updated_at"
"860","Kristen Kelly","-2","M","Lake Taraview","Equatorial Guinea","2282106353137516","83226 Anderson Fort Apt. 858, Wendyside, CO 78204","Monthly","Churned","EducationalGuide","Books","Educational","-57.00","2019-09-02","8","1","Ea quo corporis porro tempore qui quasi.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"861","Timothy Rollins","90","F","North Kimberlyport","Austria","5261685970724333","282 Gray Avenue Suite 005, Port Sarahchester, ND 00894","Yearly","Active","PhonePro","Electronics","Phone","-23.00","2023-04-06","8","4","Sit neque vel impedit facilis.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"862","Kevin Williams","150","M","Dianeshire","Sweden","2707980581342164","78244 Moyer Walk Suite 145, Josephfort, PA 55066","Yearly","Churned","ComfortChair","Furniture","Chair","329.00","2020-01-31","1","3","Et dolorem sit nobis ut inventore fugiat.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"863","Kenneth Willis","1","F","Sydneyside","Peru","2242922695039619","USNS Jordan, FPO AE 76827","Yearly","Churned","EducationalGuide","Books","Educational","990.00","2023-03-05","9","5","Molestiae ad vero beatae velit dolores possimus.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"864","William Ayers","150","M","West Haleyport","Tunisia","2720587394728522","20345 Ashley Pass, Perkinsmouth, NE 39765","Yearly","Active","PantsWear","Clothing","Pants","-63.00","2023-12-29","1","3","Expedita eos excepturi aut aliquam magni est qui.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"865","Madison Mooney","37","F","West Kevinmouth","Croatia","2709286589909253","173 Dorothy Village, Dannymouth, OR 02533","Yearly","Active","ComfortChair","Furniture","Chair","631.00","2021-07-15","5","4","Error quia a nam ipsam nemo.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"866","Nicole Rodriguez","150","F","Lake Jonathan","New Zealand","2237481297157185","798 Christopher Estates, Austinmouth, DE 43502","Yearly","Churned",NULL,"Furniture","Sofa","-6.00","2023-06-07","1","4","Sed doloribus quia adipisci sed cum magnam consequuntur.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"867","Eric Martin","150","M","East Adam","Solomon Islands","2709860265475779","066 Price Estates Apt. 087, Parkertown, NV 57006","Yearly","Active","FreshBeverages","Grocery","Beverages","136.00","2019-04-01","10","4","Quaerat veniam aliquam aut repudiandae nam reprehenderit.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"868","Ruben Garcia","150","F","Bryanthaven","Tanzania","5534364796327561","301 Steven Knolls Suite 429, Gabrielstad, MA 54130","Yearly","Active","FreshSnacks","Grocery","Snacks","34.00","2019-10-30","9","3","Animi incidunt quia ut suscipit placeat.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"869","Tyler Myers","150","F","South John","Russian Federation","2720485746460698","49009 Julia Center, Mckinneytown, WI 60913","Yearly","Churned","EducationalGuide","Books","Educational","199.00","2020-11-01","3","3","Temporibus recusandae temporibus voluptatem odit veniam deleniti.","2024-01-23 08:35:05","2024-01-23 08:35:05"
"870","Roger Murphy","80","F","North Jenniferfort","Guatemala","2251984297729805","7231 Mary Ports, South Jacobstad, NE 96308","Yearly","Active",NULL,"Books","Non-fiction","-92.00","2021-05-13","6","4","Explicabo reprehenderit placeat sed et accusantium consectetur voluptas.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"871","Kenneth Jordan","79","F","Codyfurt","United States Minor Outlying Islands","2294705535454313","046 Roberto Trafficway Apt. 734, Staceyborough, VI 86994","Yearly","Churned","SpeakerMaster","Electronics","Speaker","-77.00","2019-10-15","9","5","Iure quae dolores non voluptatem.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"872","Shawn Williamson","96","M","Davidview","British Indian Ocean Territory (Chagos Archipelago)","2266676280050545","897 John Row Apt. 236, Beanland, KY 94209","Yearly","Churned","PantsFits","Clothing","Pants","90.00","2019-04-01","2","3","Sapiente quaerat aspernatur numquam tenetur.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"873","Sara Underwood","49","M","Lake Stacey","French Polynesia","5514518840910383","2770 Howell Inlet Apt. 097, Collierberg, NY 88187","Yearly","Churned","FictionGuide","Books","Fiction","970.00","2023-09-08","7","3","Enim velit nostrum voluptatem qui fugit.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"874","Daniel Trujillo","-1","F","South Joshua","North Macedonia","2642344781329174","60544 Schroeder Spurs Apt. 652, South Preston, FM 34986","Monthly","Active",NULL,"Clothing","Pants","-45.00","2022-11-13","9","1","Voluptatem eum non blanditiis eaque incidunt.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"875","Andrew Craig","5","M","Taraton","Micronesia","2257081463901997","79809 Martin Landing Suite 749, Kristenberg, FM 73100","Yearly","Churned","VegetablesBurst","Grocery","Vegetables","887.00","2020-04-17","9","1","Sequi quibusdam vero tempora sint cumque ducimus illum.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"876","Shelia Hays","27","M","Lake Jodi","Nigeria","2706175923663176","5990 Crawford Flats Suite 532, North Melissaborough, WA 83779","Monthly","Churned","EducationalTales","Books","Educational","-45.00","2022-11-28","8","3","Officiis est esse qui.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"877","Stephanie Benton","13","M","East Brian","Sudan","2557352893119477","525 Carlos Crescent Apt. 922, North Jessicaton, GA 51245","Yearly","Churned","PantsFits","Clothing","Pants","-22.00","2022-05-14","8","4","Odio necessitatibus eaque ut aspernatur.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"878","Debbie Valenzuela DVM","2","M","Morrowland","Dominica","2645090574765325","USNS Watts, FPO AA 56048","Yearly","Churned","BeveragesBurst","Grocery","Beverages","-85.00","2023-02-26","1","2","Vero dignissimos numquam molestias dolores repudiandae est.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"879","Eric Diaz","0","F","North Sherylville","Svalbard & Jan Mayen Islands","2245970583090274","03735 Mike Wells, Jordanside, MD 24812","Rarely","Churned","ProShirt","Clothing","Shirt","457.00","2023-06-05","7","4","Iste mollitia a minima ab vitae nulla nisi officia.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"880","Jennifer Wallace","150","F","Garciaton","Netherlands Antilles","5526715579629160","7337 Julie Lane, West Jennifer, PW 77245","Yearly","Churned","ChairPlus","Furniture","Chair","-66.00","2019-05-04","7","1","Fuga quae sed illo ab sit dolore.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"881","Bobby Williams","-5","M","Port Rhonda","Rwanda","2703858124365153","04417 Brenda Mission Apt. 211, Kennethtown, DC 17032","Monthly","Active",NULL,"Furniture","Chair","-82.00","2020-12-11","4","4","Atque non tempore ipsa quas et.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"882","Shawn Green","54","M","Rojasshire","Nicaragua","5158477384222898","402 Wallace Course, West Katherineport, VI 53571","Rarely","Churned","Non-fictionGuide","Books","Non-fiction","722.00","2020-12-14","5","4","Sit non alias voluptas consequuntur non est eius.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"883","Peter Stokes","97","F","West Devonborough","Bermuda","5577358740202613","93239 Brandon Stravenue Suite 618, Youngborough, OH 95559","Monthly","Churned","FictionTales","Books","Fiction","78.00","2020-06-20","1","4","Facilis est dolor repellendus a qui in unde tempora.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"884","Mark Ellis","150","M","New James","Tuvalu","2226158099978082","81588 Copeland Curve Suite 106, Cynthialand, NM 38911","Monthly","Churned","ShirtWear","Clothing","Shirt","-79.00","2020-12-12","1","3","Accusamus sed laudantium expedita quisquam odit.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"885","Bradley Aguilar","100","F","Beckystad","Timor-Leste","2288756359759350","28863 Richardson Isle, Ortegamouth, NC 87086","Yearly","Churned","SofaDeluxe","Furniture","Sofa","560.00","2019-02-11","1","4","Tenetur est fuga dolore quo quos.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"886","Daniel Lynn","70","M","Brightland","Svalbard & Jan Mayen Islands","2704164830353479","91854 Michelle Radial, Collinshaven, IA 11966","Yearly","Active","JacketWear","Clothing","Jacket","316.00","2021-03-17","8","4","Dolorum distinctio occaecati veritatis ea.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"887","Brenda Clark","-1","F","Lake Aaronborough","Ghana","2309709454422981","4741 Warren Forks Suite 293, New Julie, MS 37884","Yearly","Churned","MegaLaptop","Electronics","Laptop","-56.00","2019-07-29","3","4","Quia tempore quam quisquam vitae ut ut ab.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"888","Susan Hernandez","39","F","East Jon","Andorra","5130813226181939","959 William Station, Rebeccaport, KS 07534","Yearly","Churned","FreshSnacks","Grocery","Snacks","728.00","2023-03-22","5","3","Illo ea non qui alias dolor.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"889","Barbara Peterson","86","F","South Lisa","Estonia","2243318840955420","069 Andrew Orchard, Lake Jasmineborough, GU 56170","Yearly","Churned","UltraLaptop","Electronics","Laptop","240.00","2019-11-17","6","3","In distinctio eum ipsam et natus sed officia.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"890","Megan Farmer","87","M","East Dustinburgh","Israel","2494418195430981","1954 Williams Key, New Kristine, WV 59122","Yearly","Active","ComfortTable","Furniture","Table","-85.00","2022-05-11","2","4","Aliquam laudantium sint voluptatem sed laudantium perspiciatis occaecati.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"891","Mallory Kelly","150","F","Josephbury","Hong Kong","5574225007633850","845 Craig Brook Suite 983, Wolfborough, DE 27728","Yearly","Active","PhoneMaster","Electronics","Phone","-35.00","2020-01-18","3","4","Reprehenderit unde et ut sit repudiandae nemo.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"892","Todd Reynolds","66","F","Parkshaven","Guernsey","2720013971435357","01659 Bell Mountains, South Tanya, PA 90424","Yearly","Churned","JacketFits","Clothing","Jacket","625.00","2022-02-11","9","5","Quis in reiciendis voluptatibus voluptate architecto.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"893","Michelle Le","15","F","Lake Sarah","Trinidad and Tobago","2720286896132859","34550 Taylor Mills, Lake Briannaside, IN 09372","Yearly","Active","SpeakerPro","Electronics","Speaker","-82.00","2020-02-07","3","2","Quaerat ratione iure est numquam quia asperiores quis magni.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"894","Zachary Hammond","-3","F","Owensfort","Moldova","2294067119120426","240 Williams Valley, Hugheschester, MS 79958","Yearly","Churned","The Art of Educational","Books","Educational","-1.00","2020-12-03","3","2","Esse dolorem ipsam tempora sunt.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"895","Ricardo Johnston","150","M","Lake Kimberly","Spain","2694395480935981","9576 Dana Burgs Suite 464, Port Vanessatown, MT 66440","Yearly","Churned","ComfortTable","Furniture","Table","671.00","2022-09-15","2","4","Laborum distinctio perspiciatis quo sit nihil tempora.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"896","John Lee","150","F","Joseland","Canada","2225649147423601","056 Green Pike, West Jenniferland, UT 46747","Yearly","Active","JacketFits","Clothing","Jacket","-88.00","2022-02-18","8","1","Aut possimus tenetur pariatur laborum veniam tempore doloremque.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"897","Kara Thomas","87","F","South Stephanieberg","Bahamas","5250394162791308","221 Warren Isle Apt. 689, South Brent, MS 87656","Yearly","Active","MegaPhone","Electronics","Phone","-8.00","2021-01-20","10","5","Aut quam rem placeat voluptatem.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"898","Regina Booker","-3","F","Huntstad","Palau","2689502087412986","7211 Sosa Rapid, South Heatherfort, IN 78026","Yearly","Churned","TastyBeverages","Grocery","Beverages","-1.00","2019-10-24","1","1","Porro sunt alias repellat officiis corporis in.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"899","Richard Santos","-4","M","Carlyport","Western Sahara","5553260117503185","6667 Lynch Rue Suite 965, Brooketon, IN 01329","Yearly","Churned","ProPants","Clothing","Pants","-2.00","2020-02-28","7","1","Deserunt ut et placeat a ullam labore nemo atque.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"900","Kathryn Hamilton DVM","71","F","South Amberberg","Czech Republic","5218803193536129","073 Marcus Lodge, Carlamouth, MN 25117","Yearly","Churned","ChairDeluxe","Furniture","Chair","-68.00","2019-01-25","7","5","Omnis magnam dolore qui neque nam.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"901","Joseph Martin","97","F","New Jennifer","Poland","5123697206929840","1025 Dwayne Pine, South Ryanstad, DC 24240","Monthly","Churned","ProShirt","Clothing","Shirt","156.00","2023-10-30","4","2","Placeat nihil est non fuga.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"902","Derrick Howard","0","F","Chelseashire","Luxembourg","2450946003944522","41893 Jordan Isle Suite 113, North Cindy, IN 52798","Monthly","Active","ShirtFits","Clothing","Shirt","-91.00","2023-11-13","5","5","Iusto ex repellendus dolores.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"903","Emma Davis","61","F","South Barbara","Tunisia","2311582837263323","375 Austin Hills Apt. 325, Nguyenmouth, OH 82779","Yearly","Active","FictionGuide","Books","Fiction","-49.00","2022-09-07","4","3","Qui est perspiciatis vel soluta libero voluptatum omnis omnis.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"904","Brittany Greene","150","M","East Denise","Malta","5351637195434231","2698 Lee Trace Suite 319, Port Kimberly, NE 66503","Yearly","Churned","LaptopMaster","Electronics","Laptop","-88.00","2022-10-03","6","5","Molestias facilis qui consectetur nemo.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"905","Jeanne Smith","150","F","New Bruceborough","Jersey","2568560947502707","88697 Michael Green, Lake Joshuamouth, OR 14278","Yearly","Active","SofaPlus","Furniture","Sofa","101.00","2021-07-30","3","2","Id dolore impedit voluptas fugiat.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"906","James Davis","150","M","Raymondview","North Macedonia","2711667433573971","2822 Irwin Via Apt. 577, West Ryan, NV 73221","Yearly","Active","ShirtWear","Clothing","Shirt","-69.00","2019-02-23","4","3","Optio quod et esse tempore error.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"907","Julia French","4","M","Lindaland","Montenegro","2700012953571589","77576 Williams Rest, South Michael, FL 80817","Yearly","Churned",NULL,"Furniture","Chair","-45.00","2022-08-06","1","4","Ut culpa praesentium cupiditate ut dolores ut.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"908","Tiffany Smith","94","F","Lake Joseph","Bhutan","2278795027810312","3291 Cole Dam Apt. 361, East Markbury, MS 02695","Yearly","Churned","PantsWear","Clothing","Pants","-62.00","2022-06-28","2","1","Animi qui enim necessitatibus sunt harum.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"909","William Wang","4","F","Rachelland","Germany","2276635108337755","USCGC Ray, FPO AP 49907","Monthly","Active","PhonePro","Electronics","Phone","-47.00","2022-07-20","5","3","Ullam illum et ducimus sunt.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"910","Kelly Martinez","150","F","Amandatown","South Africa","2447440569450062","49076 David Expressway Suite 174, East Sara, AK 58259","Monthly","Churned","ComfortSofa","Furniture","Sofa","637.00","2023-04-17","7","3","Et optio qui eos explicabo non doloremque eius.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"911","Julie Underwood","150","M","Wilsonbury","South Georgia and the South Sandwich Islands","2365454702094040","6684 Cantrell Point, Tuckerborough, IA 83095","Yearly","Churned","ComfortChair","Furniture","Chair","585.00","2023-11-16","1","3","Ex maxime quae eum omnis odio consequuntur.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"912","Kathryn Hamilton DVM","71","F","South Amberberg","Czech Republic","5218803193536129","073 Marcus Lodge, Carlamouth, MN 25117","Yearly","Active","ComfortTable","Furniture","Table","-16.00","2019-01-12","10","3","Quibusdam fuga sed aspernatur provident provident.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"913","Cindy Kelley","69","F","West Kevin","Mismatched Country","2236518834760285","3055 Robinson Motorway, Davisborough, CT 76268","Yearly","Active","EducationalTales","Books","Educational","-72.00","2019-09-13","3","2","Harum sapiente id ullam ipsum odit quia qui.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"914","Joseph Wells","150","M","Coxview","Russian Federation","5504010704015071","57696 Lisa Crossing, Lake Lauriemouth, PA 66221","Yearly","Churned","Non-fictionTales","Books","Non-fiction","753.00","2023-03-09","7","2","Corporis alias quidem veritatis in et harum cupiditate.","2024-01-23 08:35:06","2024-01-23 08:35:06"
"915","Allison Williams","150","F","Melissaborough","Mismatched Country","5464085799969000","475 Mills Forges Apt. 361, Port Andrewton, FM 60143","Yearly","Active","ShirtFits","Clothing","Shirt","-76.00","2019-04-12","2","3","Quia rerum et aperiam officia.","2024-01-23 08:35:07","2024-01-23 08:35:07"
"916","Jessica Harrison","32","M","Port Bernardborough","Cambodia","2720933792777838","831 Wendy Roads Apt. 800, Lake Emma, IA 90407","Rarely","Churned","ChairDeluxe","Furniture","Chair","395.00","2022-09-04","7","4","Deserunt ut qui consequatur minima ea suscipit repudiandae.","2024-01-23 08:35:07","2024-01-23 08:35:07"
